Product_Id,Product_Name,Product_Category,Product_Price,Product_Currency,EAN,Color,Size,Availability,Internal_ID
508,Printer Fan,Laptops & Computers,266,USD,4.84E+12,DarkGray,S,in_stock,41
509,Premium Mixer Bicycle Fridge Mini 360 Automatic,Home & Kitchen,534,USD,6.52E+12,Peru,100x200 mm,discontinued,6
510,Pro Iron Toaster Projector,Kids' Clothing,632,USD,2.67E+12,Moccasin,50x70 cm,limited_stock,5
511,Smart Charger Treadmill Go Smart One,Smartwatches,626,USD,8.89E+12,SlateGray,Extra Large,limited_stock,2
512,Premium Lock Camera,Health & Wellness,385,USD,1.31E+12,PaleTurquoise,8x10 in,in_stock,71
513,Smart Cooler Touch Pro Edge,"Accessories (Bags, Hats, Belts)",943,USD,4.06E+12,Yellow,15x20 cm,discontinued,82
514,Smart Projector Freezer Smart,"Accessories (Bags, Hats, Belts)",696,USD,6.23E+12,LightSlateGray,5x7 in,discontinued,96
515,Advanced Keyboard Portable,Headphones & Earbuds,869,USD,6.15E+12,DarkTurquoise,12x18 in,limited_stock,63
516,Advanced Thermostat Stove Lamp,Books & Stationery,301,USD,2.80E+12,MediumVioletRed,M,backorder,69
517,Projector,Smartphones,216,USD,6.48E+12,DarkSlateGray,XL,pre_order,8
518,Projector,Automotive,392,USD,1.40E+12,RoyalBlue,L,pre_order,21
519,Wireless Heater Toaster Stove,Office Supplies,187,USD,8.42E+12,SlateBlue,XXL,backorder,78
520,Blender Blender,Laptops & Computers,20,USD,8.51E+12,MediumAquaMarine,Medium,limited_stock,34
521,Webcam Webcam Stove,Headphones & Earbuds,139,USD,2.46E+12,SlateBlue,S,out_of_stock,58
522,Light Drone,Skincare,928,USD,5.44E+12,White,8x10 in,in_stock,34
523,Wireless Stove Iron Smart Advanced,Men's Clothing,16,USD,9.92E+12,Gainsboro,M,out_of_stock,88
524,Fast Scooter Eco Premium,Home & Kitchen,409,USD,3.15E+12,Fuchsia,S,out_of_stock,4
525,Advanced Headphones Monitor Go Automatic,Beauty & Personal Care,219,USD,8.93E+12,Linen,8x10 in,out_of_stock,46
526,Clean Brush Blender,Bedding & Bath,692,USD,1.79E+12,MintCream,S,discontinued,67
527,Smart Blender Treadmill Tablet,Cameras & Accessories,579,USD,5.14E+12,Maroon,12x18 in,pre_order,5
528,Compact Charger Cooker Thermostat Go Mini Smart,Makeup,968,USD,8.30E+12,White,XXL,pre_order,84
529,Compact Scanner 360 Plus Ultra,Kids' Clothing,288,USD,9.66E+12,Chocolate,8x10 in,out_of_stock,84
530,Ultra Charger Cooker Thermostat One Prime,Fragrances,415,USD,9.28E+12,SteelBlue,15x20 cm,in_stock,79
531,Rechargeable Radio Radio Portable Clean Premium,Kitchen Appliances,112,USD,5.14E+12,Blue,50x70 cm,out_of_stock,38
532,Portable Camera Bicycle Speakerphone,Sports & Outdoors,852,USD,6.45E+12,PaleTurquoise,M,out_of_stock,27
533,Radio,Makeup,561,USD,9.67E+12,Magenta,Large,out_of_stock,36
534,Clean Mixer Drone Toaster,Shoes & Footwear,406,USD,5.08E+12,SaddleBrown,L,out_of_stock,16
535,Premium Tablet Microphone Trimmer Fast,Smartwatches,948,USD,8.72E+12,DarkOliveGreen,M,discontinued,70
536,Brush,Cleaning Supplies,360,USD,9.45E+12,DarkSalmon,XS,out_of_stock,2
537,Smart Charger Monitor Brush,"Accessories (Bags, Hats, Belts)",82,USD,5.69E+12,LightPink,12x18 in,pre_order,65
538,Wireless Watch Go Sense Ultra,Cycling,933,USD,7.65E+12,Snow,12x18 in,discontinued,90
539,Drone Printer,Health & Wellness,445,USD,7.43E+12,DeepPink,10x10 cm,in_stock,20
540,Premium Printer Lock Thermostat 360,Smartwatches,481,USD,9.30E+11,BlueViolet,8x10 in,pre_order,10
541,Fast Heater Keyboard Eco,Office Supplies,11,USD,8.77E+12,Yellow,XS,in_stock,6
542,Smart Fan Fast Premium,Health & Wellness,928,USD,9.52E+12,Purple,S,in_stock,50
543,Premium Shaver Go,Cycling,929,USD,9.62E+12,MediumVioletRed,M,limited_stock,63
544,Portable Dock Smart Advanced,Headphones & Earbuds,594,USD,9.92E+12,PaleTurquoise,Large,out_of_stock,71
545,Wireless Brush 360 Ultra,Kids' Clothing,951,USD,3.95E+12,BlanchedAlmond,L,pre_order,83
546,Rechargeable Oven Mouse Cooler Eco,Fragrances,397,USD,5.92E+12,LightGray,XL,backorder,75
547,Advanced Brush Fridge Drone Advanced Prime,Team Sports,699,USD,8.92E+12,DarkOliveGreen,8x10 in,pre_order,40
548,Clean Mouse Speaker Cooler Touch One Silent,Furniture,499,USD,8.88E+12,Aqua,XXL,limited_stock,51
549,Advanced Microphone Clock Smart,Grooming Tools,554,USD,2.92E+12,Aqua,Extra Large,limited_stock,39
550,Speaker Tablet Headphones,Team Sports,319,USD,6.67E+11,SeaShell,8x10 in,limited_stock,66
551,Eco Webcam Powerbank Smart Prime Automatic,Men's Clothing,310,USD,4.90E+12,Pink,12x18 in,limited_stock,65
552,Mini Radio Mixer X Edge Eco,Kitchen Appliances,805,USD,2.38E+11,Ivory,L,limited_stock,29
553,Eco Webcam Smart,Toys & Games,99,USD,8.82E+11,IndianRed,8x10 in,backorder,80
554,Ultra Scanner Drone Portable,Laptops & Computers,74,USD,5.83E+12,DarkViolet,8x10 in,discontinued,78
555,Lamp,Fishing & Hunting,615,USD,9.33E+11,MediumBlue,L,out_of_stock,11
556,Smart Iron Microphone Smart One Premium,Smartphones,544,USD,1.31E+12,OldLace,XL,limited_stock,61
557,Wireless Treadmill Touch,Team Sports,395,USD,5.77E+12,FloralWhite,S,backorder,83
558,Clean Stove Iron 360 Edge Wireless,Toys & Games,930,USD,8.86E+12,DarkOliveGreen,Extra Large,discontinued,8
559,Drone Heater Scanner,Fitness Equipment,738,USD,8.70E+12,DarkSeaGreen,10x10 cm,limited_stock,1
560,Portable Fan Scooter Trimmer,Haircare,681,USD,1.02E+12,DarkOrange,30x40 cm,backorder,59
561,Compact Lock Touch,Home & Kitchen,197,USD,2.16E+12,Ivory,XL,backorder,18
562,Premium Cooler Vacuum,Smartwatches,659,USD,4.15E+12,DimGray,Large,limited_stock,39
563,Compact Thermostat Trimmer Eco Max,Headphones & Earbuds,583,USD,4.53E+11,SaddleBrown,5x7 in,pre_order,32
564,Wireless Fan Scooter Trimmer 360 Clean Fast,Shoes & Footwear,694,USD,5.47E+12,LightYellow,XL,backorder,88
565,Wireless Powerbank Cooker Iron,Kids' Clothing,527,USD,9.90E+12,DeepSkyBlue,50x70 cm,pre_order,20
566,Fast Iron Thermostat Compact,Furniture,836,USD,5.82E+12,Green,10x10 cm,backorder,70
567,Premium Scale Trimmer Grill Fast Silent,Shoes & Footwear,598,USD,63505378098,ForestGreen,10x10 cm,limited_stock,63
568,Advanced Watch Camera One Go,Automotive,266,USD,8.46E+12,LightCoral,L,in_stock,54
569,Wireless Keyboard Speakerphone Fan Ultra,Fishing & Hunting,497,USD,2.34E+12,Brown,Small,out_of_stock,29
570,Silent Vacuum Webcam Rechargeable,Cameras & Accessories,897,USD,6.91E+12,Gray,XS,limited_stock,83
571,Ultra Treadmill Rechargeable,Fragrances,102,USD,73211322285,LightBlue,XXL,backorder,23
572,Rechargeable Mixer Drone Toaster,Toys & Games,806,USD,4.12E+12,DarkOliveGreen,XXL,in_stock,98
573,Eco Brush Scale Grill Ultra,Beauty & Personal Care,383,USD,5.83E+12,AliceBlue,XL,out_of_stock,56
574,Smart Charger Bicycle Cooker Advanced Air,Makeup,128,USD,3.32E+12,LightGoldenRodYellow,Large,in_stock,34
575,Thermostat Printer,Skincare,552,USD,2.95E+12,LightSeaGreen,XL,limited_stock,18
576,Clean Heater Keyboard,Camping & Hiking,216,USD,4.78E+12,NavajoWhite,30x40 cm,out_of_stock,6
577,Premium Thermostat Advanced Go,Clothing & Apparel,546,USD,4.86E+12,DarkGoldenRod,Large,in_stock,87
578,Rechargeable Vacuum Printer,Fragrances,72,USD,8.29E+12,DarkOrchid,8x10 in,backorder,17
579,Digital Clock Brush,Men's Clothing,194,USD,8.50E+12,Bisque,XS,pre_order,68
580,Portable Watch Thermostat,Women's Clothing,477,USD,7.31E+12,CadetBlue,100x200 mm,limited_stock,27
581,Advanced Grill Lite,Grooming Tools,426,USD,1.17E+12,PeachPuff,L,backorder,65
582,Rechargeable Watch Digital Max,Fitness Equipment,628,USD,8.89E+12,LightSeaGreen,Medium,pre_order,55
583,Silent Microphone Clock Touch Smart Wireless,Team Sports,184,USD,5.89E+12,DarkGray,10x10 cm,pre_order,16
584,Wireless Powerbank Pro Wireless,Home Decor,726,USD,6.61E+12,LightSkyBlue,S,out_of_stock,76
585,Digital Clock Automatic,Office Supplies,95,USD,2.89E+12,Gold,30x40 cm,backorder,5
586,Clean Treadmill Silent Smart,Cycling,908,USD,1.73E+12,DarkSlateBlue,5x7 in,in_stock,28
587,Eco Treadmill Smart,Smartwatches,634,USD,9.67E+12,ForestGreen,Large,discontinued,63
588,Charger Lamp,Smartphones,440,USD,7.84E+12,DeepSkyBlue,100x200 mm,in_stock,23
589,Rechargeable Thermostat Smart Advanced,Laptops & Computers,915,USD,4.54E+12,Magenta,XS,backorder,67
590,Eco Router Lamp Rechargeable,Women's Clothing,403,USD,8.24E+12,Coral,S,backorder,8
591,Portable Tablet 360,Team Sports,897,USD,9.69E+12,RoyalBlue,8x10 in,out_of_stock,17
592,Wireless Toaster Scanner Automatic Edge Sense,Sports & Outdoors,396,USD,4.81E+12,Moccasin,30x40 cm,limited_stock,15
593,Premium Drone,Camping & Hiking,942,USD,6.55E+12,Plum,M,in_stock,37
594,Smart Mouse Max Clean,Fishing & Hunting,14,USD,1.93E+12,DeepSkyBlue,5x7 in,in_stock,73
595,Lamp,Clothing & Apparel,366,USD,8.20E+12,Olive,L,discontinued,72
596,Smart Mouse,Beauty & Personal Care,521,USD,3.02E+12,MediumSpringGreen,12x18 in,limited_stock,64
597,Premium Lock,Grooming Tools,916,USD,7.57E+12,PapayaWhip,XL,pre_order,90
598,Advanced Light Air Compact,Clothing & Apparel,172,USD,2.43E+11,MediumSeaGreen,30x40 cm,pre_order,8
599,Ultra Tablet Blender Clean One,Clothing & Apparel,277,USD,3.92E+12,Linen,Small,pre_order,84
600,Mini Drone Vacuum Pro Air,Cycling,300,USD,2.32E+12,Purple,Large,discontinued,53
601,Mini Fan Speaker Fridge Premium Air Portable,Headphones & Earbuds,965,USD,7.55E+12,Ivory,10x10 cm,limited_stock,96
602,Pro Powerbank Radio 360 Max,Smartwatches,177,USD,3.07E+12,DarkBlue,8x10 in,in_stock,93
603,Wireless Scooter Microphone,Sports & Outdoors,1,USD,3.36E+12,Gainsboro,Medium,backorder,38
604,Mixer,Clothing & Apparel,616,USD,5.92E+12,BlueViolet,Medium,in_stock,52
605,Silent Clock Lock,Beauty & Personal Care,327,USD,1.39E+11,PaleVioletRed,Medium,out_of_stock,4
606,Silent Lamp Lamp Kettle,Cycling,233,USD,7.36E+12,Orange,XL,pre_order,89
607,Ultra Thermostat Stove Lamp Premium Touch Digital,Fragrances,499,USD,8.77E+11,IndianRed,12x18 in,limited_stock,98
608,Smart Scanner Shaver Powerbank Portable,Men's Clothing,207,USD,1.94E+12,Coral,10x10 cm,backorder,76
609,Advanced Radio Light Fan 360,"Accessories (Bags, Hats, Belts)",186,USD,4.95E+12,Gray,30x40 cm,discontinued,12
610,Smart Clock Plus Touch,Grooming Tools,769,USD,4.75E+12,HotPink,XL,discontinued,11
611,Ultra Drone,Camping & Hiking,731,USD,8.15E+12,Crimson,XXL,pre_order,2
612,Smart Trimmer Clock Touch,Women's Clothing,993,USD,1.68E+12,DarkCyan,5x7 in,limited_stock,70
613,Pro Shaver Thermostat,Team Sports,402,USD,1.66E+12,MediumSlateBlue,Large,in_stock,84
614,Premium Fan Prime 360,Automotive,456,USD,4.73E+12,FireBrick,30x40 cm,discontinued,94
615,Camera Drone Fan,Books & Stationery,18,USD,3.81E+12,Fuchsia,Extra Large,discontinued,61
616,Smart Fan Speaker Fridge Silent,Men's Clothing,821,USD,6.86E+11,Lavender,10x10 cm,limited_stock,44
617,Fast Webcam Projector Lock,Kids' Clothing,663,USD,8.54E+12,LightSkyBlue,XL,limited_stock,86
618,Silent Scanner Tablet Radio 360 Advanced,Smartphones,701,USD,1.19E+12,Indigo,L,pre_order,65
619,Wireless Tablet Blender,Sports & Outdoors,991,USD,6.05E+12,Violet,100x200 mm,backorder,11
620,Portable Webcam Bicycle Camera Advanced Advanced,Automotive,390,USD,3.13E+12,DarkSlateBlue,5x7 in,out_of_stock,14
621,Ultra Dock Go Touch,Home & Kitchen,413,USD,1.52E+12,Navy,Extra Large,pre_order,44
622,Clean Scooter Compact Max,Sports & Outdoors,476,USD,8.61E+12,Sienna,8x10 in,backorder,1
623,Rechargeable Fridge Freezer Air,Cameras & Accessories,57,USD,6.45E+12,LightSlateGray,100x200 mm,discontinued,46
624,Digital Thermostat Microphone Scooter One Smart Pro,Women's Clothing,473,USD,8.85E+12,MediumSeaGreen,Extra Large,limited_stock,11
625,Rechargeable Projector,Headphones & Earbuds,285,USD,6.26E+11,SlateGray,5x7 in,pre_order,34
626,Drone,Home & Kitchen,852,USD,90997944272,Violet,XXL,pre_order,53
627,Ultra Bicycle Clock Lamp Air,Makeup,762,USD,2.73E+12,DarkBlue,Medium,limited_stock,67
628,Mini Fan Speaker Fridge Automatic Smart Go,Cameras & Accessories,147,USD,1.43E+12,HoneyDew,Extra Large,backorder,37
629,Ultra Brush Cooler Powerbank Edge Lite Smart,Sports & Outdoors,585,USD,2.11E+12,Brown,8x10 in,pre_order,74
630,Portable Grill Trimmer,Smartwatches,365,USD,2.99E+12,DarkMagenta,Small,out_of_stock,67
631,Mixer,Furniture,698,USD,9.26E+12,DarkViolet,15x20 cm,backorder,82
632,Eco Heater Edge Portable,Smartphones,979,USD,6.93E+12,SpringGreen,10x10 cm,pre_order,26
633,Advanced Headphones Go,Skincare,367,USD,3.86E+12,Cyan,Medium,in_stock,45
634,Compact Tablet Speaker Scooter Plus Touch,Clothing & Apparel,253,USD,3.81E+12,Moccasin,S,limited_stock,89
635,Eco Grill Phone Mini Plus,Smartwatches,456,USD,3.12E+12,LemonChiffon,8x10 in,limited_stock,72
636,Fast Radio Iron Go Eco Pro,Team Sports,994,USD,7.11E+12,SkyBlue,XL,out_of_stock,95
637,Pro Radio Radio Sense 360 Prime,Fitness Equipment,964,USD,9.43E+12,LightPink,12x18 in,pre_order,40
638,Treadmill,Cleaning Supplies,374,USD,4.91E+12,LightSkyBlue,Medium,backorder,12
639,Wireless Lamp Freezer,Shoes & Footwear,980,USD,1.08E+12,SteelBlue,Extra Large,backorder,48
640,Ultra Toaster Air Automatic,Automotive,34,USD,2.49E+12,SaddleBrown,XS,in_stock,41
641,Silent Webcam Cooker Toaster,Smartwatches,521,USD,7.05E+12,DarkCyan,8x10 in,backorder,36
642,Clean Headphones,Kitchen Appliances,813,USD,2.01E+12,NavajoWhite,5x7 in,out_of_stock,86
643,Digital Speakerphone Stove Tablet,Kitchen Appliances,599,USD,2.65E+12,Wheat,Medium,limited_stock,5
644,Silent Mouse Monitor Phone Max,Cleaning Supplies,116,USD,9.28E+12,CadetBlue,30x40 cm,backorder,48
645,Silent Speakerphone Oven Advanced Go,Books & Stationery,450,USD,4.87E+12,Snow,S,discontinued,58
646,Blender,Kids' Clothing,908,USD,7.67E+12,DarkOrchid,XXL,limited_stock,43
647,Portable Stove Monitor Tablet Compact Max Premium,Automotive,139,USD,1.67E+12,SpringGreen,5x7 in,backorder,36
648,Ultra Fan Fast Smart,Shoes & Footwear,352,USD,6.49E+12,IndianRed,10x10 cm,pre_order,80
649,Camera Bicycle Speakerphone,Cleaning Supplies,72,USD,6.61E+12,DarkGreen,100x200 mm,backorder,46
650,Router Freezer Webcam,Sports & Outdoors,665,USD,7.46E+12,PapayaWhip,10x10 cm,out_of_stock,46
651,Fast Iron Microphone Edge Clean Digital,Team Sports,858,USD,9.23E+12,SandyBrown,100x200 mm,backorder,96
652,Automatic Projector One,Clothing & Apparel,174,USD,7.30E+12,BlanchedAlmond,L,out_of_stock,56
653,Wireless Bicycle Sense,Fitness Equipment,761,USD,2.36E+12,GhostWhite,XXL,out_of_stock,82
654,Fast Powerbank Projector Advanced 360 Rechargeable,Books & Stationery,627,USD,8.70E+12,SeaGreen,30x40 cm,in_stock,6
655,Fan Cooler Vacuum,Health & Wellness,943,USD,8.01E+11,Thistle,50x70 cm,limited_stock,32
656,Wireless Brush Blender Vacuum,Toys & Games,406,USD,9.97E+12,DarkGray,Medium,in_stock,93
657,Fast Powerbank Brush Charger Sense,Smartwatches,544,USD,3.31E+11,SandyBrown,M,backorder,18
658,Digital Cooker Cooler,Grooming Tools,990,USD,6.19E+12,PapayaWhip,XXL,backorder,72
659,Rechargeable Radio Mixer Smart,Headphones & Earbuds,561,USD,2.56E+12,MediumPurple,5x7 in,pre_order,45
660,Automatic Lamp Scanner Vacuum,Fitness Equipment,839,USD,6.06E+12,MintCream,M,discontinued,48
661,Clean Camera Premium Edge,Sports & Outdoors,520,USD,9.23E+11,Fuchsia,8x10 in,backorder,27
662,Digital Speakerphone Go,Home Decor,168,USD,8.79E+12,MediumBlue,5x7 in,out_of_stock,9
663,Shaver Thermostat,Bedding & Bath,208,USD,8.06E+12,Tan,8x10 in,limited_stock,31
664,Ultra Mixer Freezer Trimmer,Women's Clothing,703,USD,6.80E+12,Coral,12x18 in,out_of_stock,89
665,Compact Blender Cooker Smart Go Go,Fragrances,764,USD,8.86E+11,WhiteSmoke,XXL,pre_order,36
666,Stove,Kitchen Appliances,896,USD,7.91E+12,PaleTurquoise,5x7 in,discontinued,99
667,Lock,Clothing & Apparel,601,USD,1.32E+12,Ivory,12x18 in,out_of_stock,91
668,Fast Webcam Webcam Treadmill,Office Supplies,588,USD,2.88E+12,LawnGreen,Medium,backorder,98
669,Rechargeable Printer Compact Eco,Cycling,464,USD,7.59E+12,Orange,Small,backorder,5
670,Clean Light Ultra Air Smart,Cycling,277,USD,5.19E+12,LightBlue,8x10 in,limited_stock,68
671,Mini Lamp Blender Drone Advanced Prime Silent,Sports & Outdoors,291,USD,8.05E+11,SlateGray,Small,backorder,28
672,Mini Phone Thermostat Prime Eco Advanced,Books & Stationery,460,USD,3.54E+12,Ivory,Medium,limited_stock,90
673,Clean Fan Iron Clock Advanced Mini Fast,Men's Clothing,293,USD,3.94E+12,LightSkyBlue,50x70 cm,in_stock,77
674,Eco Webcam Cooker Toaster,"Accessories (Bags, Hats, Belts)",431,USD,1.20E+11,Aquamarine,12x18 in,out_of_stock,83
675,Wireless Thermostat Printer,Cameras & Accessories,350,USD,6.82E+12,Peru,S,in_stock,33
676,Mini Powerbank,Skincare,256,USD,2.66E+12,LightBlue,L,pre_order,90
677,Ultra Powerbank Cooker Iron 360 360,Fishing & Hunting,300,USD,1.79E+12,Moccasin,XS,in_stock,22
678,Smart Fan,Office Supplies,39,USD,8.66E+12,LightCyan,L,pre_order,78
679,Lock,Laptops & Computers,372,USD,4.49E+12,YellowGreen,XS,out_of_stock,45
680,Camera,Skincare,718,USD,3.08E+12,Azure,15x20 cm,in_stock,9
681,Automatic Clock Smart,Headphones & Earbuds,190,USD,7.75E+12,Silver,L,discontinued,6
682,Drone,Fishing & Hunting,331,USD,1.27E+12,LemonChiffon,10x10 cm,backorder,49
683,Smart Keyboard Ultra,Men's Clothing,342,USD,6.31E+12,HoneyDew,M,pre_order,51
684,Eco Printer Charger Brush,Shoes & Footwear,774,USD,4.59E+11,Gray,30x40 cm,discontinued,64
685,Automatic Dock,Laptops & Computers,4,USD,6.47E+12,BlanchedAlmond,Extra Large,in_stock,36
686,Digital Microphone Cooler Prime Smart,Cameras & Accessories,957,USD,9.36E+12,DeepPink,50x70 cm,in_stock,1
687,Mini Kettle,Kids' Clothing,243,USD,8.70E+11,LightYellow,100x200 mm,out_of_stock,19
688,Wireless Brush Blender Vacuum,Women's Clothing,266,USD,1.36E+11,HoneyDew,100x200 mm,discontinued,9
689,Watch Tablet Printer,Skincare,78,USD,5.18E+12,LightYellow,50x70 cm,out_of_stock,7
690,Advanced Scale Toaster Plus,Beauty & Personal Care,452,USD,9.17E+11,MediumSeaGreen,Extra Large,backorder,79
691,Digital Vacuum Touch Rechargeable Compact,Home & Kitchen,580,USD,7.67E+11,DarkBlue,XS,discontinued,50
692,Lock,Toys & Games,927,USD,5.76E+12,PaleVioletRed,8x10 in,out_of_stock,31
693,Pro Microphone Cooler Automatic Clean Mini,Smartwatches,509,USD,3.96E+12,DarkKhaki,M,backorder,42
694,Premium Charger Lamp Digital,Office Supplies,786,USD,2.77E+11,LawnGreen,S,backorder,31
695,Silent Webcam Dock Heater Sense,Fragrances,16,USD,8.37E+12,Orange,Large,limited_stock,38
696,Phone Iron Speakerphone,Kids' Clothing,706,USD,4.75E+12,MediumTurquoise,12x18 in,pre_order,30
697,Wireless Lock Thermostat Edge,Cycling,753,USD,8.57E+12,Sienna,Medium,pre_order,20
698,Portable Scooter Rechargeable,Fragrances,700,USD,8.34E+12,PaleTurquoise,XS,discontinued,80
699,Automatic Projector Brush Go,Shoes & Footwear,275,USD,1.16E+12,GoldenRod,XL,backorder,78
700,Ultra Camera Keyboard Digital Air,Headphones & Earbuds,404,USD,8.36E+12,Chocolate,S,out_of_stock,99
701,Microphone Cooler,Toys & Games,81,USD,8.61E+12,Beige,Extra Large,in_stock,47
702,Fast Shaver Max Air,Books & Stationery,630,USD,6.36E+12,MidnightBlue,S,backorder,33
703,Heater,Headphones & Earbuds,934,USD,3.20E+12,LemonChiffon,100x200 mm,pre_order,40
704,Lamp Lamp Kettle,Clothing & Apparel,364,USD,5.27E+12,DarkOrchid,100x200 mm,in_stock,1
705,Pro Printer Fan,Books & Stationery,261,USD,1.51E+12,LightCyan,12x18 in,backorder,81
706,Kettle Vacuum,Beauty & Personal Care,918,USD,3.51E+12,Thistle,30x40 cm,pre_order,81
707,Pro Dock Freezer Projector Sense,Cameras & Accessories,282,USD,5.72E+12,DarkCyan,M,pre_order,94
708,Advanced Router Wireless Digital Eco,Cleaning Supplies,384,USD,8.77E+12,Lavender,XS,discontinued,19
709,Advanced Brush Scale Grill,Books & Stationery,906,USD,5.29E+12,HotPink,30x40 cm,out_of_stock,43
710,Mini Headphones Compact Advanced,Kids' Clothing,398,USD,7.82E+12,Khaki,S,out_of_stock,23
711,Automatic Radio Treadmill Silent,Home Decor,805,USD,7.65E+12,MediumAquaMarine,Large,in_stock,57
712,Eco Tablet Blender Clean,Beauty & Personal Care,925,USD,5.86E+12,DarkGoldenRod,30x40 cm,limited_stock,17
713,Ultra Blender Sense,Furniture,28,USD,1.55E+12,Ivory,M,out_of_stock,46
714,Rechargeable Grill Phone Go Edge,Kitchen Appliances,884,USD,3.54E+12,LightYellow,30x40 cm,pre_order,41
715,Automatic Radio,Fragrances,540,USD,8.98E+12,AliceBlue,8x10 in,out_of_stock,39
716,Portable Scanner Shaver Powerbank Ultra,Home Decor,935,USD,2.39E+12,OliveDrab,50x70 cm,backorder,38
717,Silent Freezer Projector Webcam Go,Team Sports,828,USD,6.41E+12,Red,Extra Large,backorder,61
718,Smart Fan Powerbank Air Portable 360,Cycling,413,USD,7.07E+12,MediumPurple,10x10 cm,out_of_stock,95
719,Grill Tablet Fridge,Makeup,761,USD,8.18E+12,MediumVioletRed,L,pre_order,12
720,Dock Freezer Projector,Health & Wellness,264,USD,6.32E+12,DarkSlateBlue,Extra Large,limited_stock,34
721,Clean Radio,Automotive,295,USD,4.98E+11,AntiqueWhite,10x10 cm,discontinued,17
722,Printer,Clothing & Apparel,203,USD,4.99E+12,Maroon,5x7 in,in_stock,21
723,Advanced Fridge Cooker Pro Digital Prime,Home & Kitchen,29,USD,4.96E+12,Tan,XL,backorder,82
724,Smart Vacuum Cooler Prime,Smartwatches,179,USD,8.06E+12,Thistle,12x18 in,discontinued,83
725,Portable Speakerphone X,Fragrances,328,USD,1.57E+12,SkyBlue,XXL,discontinued,76
726,Smart Freezer Projector Webcam One Premium One,Fishing & Hunting,759,USD,9.98E+11,Peru,M,pre_order,87
727,Mini Stove Iron,Home & Kitchen,614,USD,2.57E+12,Orchid,S,pre_order,38
728,Portable Tablet,Headphones & Earbuds,149,USD,8.19E+12,Moccasin,12x18 in,in_stock,92
729,Clean Drone Heater Scanner Plus,Sports & Outdoors,926,USD,8.55E+12,MintCream,50x70 cm,discontinued,19
730,Digital Blender Treadmill Tablet Wireless Plus,"Accessories (Bags, Hats, Belts)",690,USD,7.51E+12,Indigo,8x10 in,backorder,97
731,Pro Drone Advanced Lite,Kids' Clothing,969,USD,3.47E+12,PowderBlue,5x7 in,backorder,54
732,Ultra Blender Toaster Camera Ultra,Beauty & Personal Care,994,USD,8.60E+12,Coral,XXL,pre_order,58
733,Rechargeable Thermostat Printer Sense Max Sense,Makeup,748,USD,8.86E+12,PaleVioletRed,12x18 in,out_of_stock,33
734,Router Freezer Webcam,Men's Clothing,7,USD,9.90E+12,MediumOrchid,Large,backorder,78
735,Smart Mouse Smart Portable,Books & Stationery,534,USD,8.39E+12,BlueViolet,XL,discontinued,10
736,Smart Freezer,Headphones & Earbuds,174,USD,9.00E+12,Pink,10x10 cm,out_of_stock,9
737,Projector,Grooming Tools,435,USD,6.15E+12,Pink,12x18 in,pre_order,32
738,Drone,Shoes & Footwear,390,USD,5.08E+12,DarkKhaki,XXL,discontinued,12
739,Ultra Fan Phone One,Beauty & Personal Care,902,USD,3.33E+12,LightSlateGray,100x200 mm,out_of_stock,34
740,Eco Trimmer Cooler,Skincare,975,USD,9.77E+12,OldLace,8x10 in,discontinued,85
741,Premium Clock Drone Charger,Fishing & Hunting,131,USD,5.21E+12,Orchid,15x20 cm,pre_order,65
742,Premium Scooter Microphone Max,Health & Wellness,907,USD,5.86E+12,Gold,8x10 in,out_of_stock,25
743,Digital Iron Cooler Iron One Touch,"Accessories (Bags, Hats, Belts)",436,USD,6.24E+12,DarkSeaGreen,Large,in_stock,50
744,Smart Heater Go Smart,Books & Stationery,715,USD,2.33E+11,LightBlue,5x7 in,discontinued,52
745,Premium Brush,Books & Stationery,30,USD,3.24E+12,MistyRose,12x18 in,out_of_stock,50
746,Smart Printer Freezer Advanced,Toys & Games,761,USD,6.56E+12,LightSalmon,10x10 cm,in_stock,43
747,Scale Clock,Fishing & Hunting,186,USD,3.17E+12,MediumBlue,30x40 cm,backorder,51
748,Silent Fan Digital Smart,Smartwatches,729,USD,7.92E+12,LightSlateGray,S,backorder,14
749,Fast Brush Touch Fast,Fragrances,256,USD,3.68E+12,Navy,Small,limited_stock,16
750,Silent Charger Lock Oven,Automotive,709,USD,7.89E+12,BlueViolet,10x10 cm,backorder,27
751,Advanced Stove Light,Makeup,219,USD,7.53E+12,Cornsilk,5x7 in,discontinued,17
752,Smart Vacuum Plus Lite Clean,Home & Kitchen,451,USD,4.48E+12,DarkOrange,L,limited_stock,22
753,Clean Mixer Toaster Toaster,Men's Clothing,778,USD,6.47E+12,LemonChiffon,12x18 in,in_stock,87
754,Smart Iron Microphone,Skincare,133,USD,1.78E+12,Azure,15x20 cm,pre_order,93
755,Fast Trimmer Clock Mini Premium,Health & Wellness,94,USD,7.91E+12,Lime,100x200 mm,backorder,37
756,Lamp,Home Decor,312,USD,1.36E+12,DarkViolet,10x10 cm,limited_stock,36
757,Portable Kettle Digital Go,Shoes & Footwear,978,USD,4.72E+12,PeachPuff,L,limited_stock,82
758,Smart Heater Keyboard,Kitchen Appliances,737,USD,7.74E+12,BurlyWood,Large,limited_stock,7
759,Fan Phone,Automotive,874,USD,6.05E+12,Chocolate,Large,discontinued,10
760,Microphone,Camping & Hiking,194,USD,4.52E+12,MediumAquaMarine,XXL,backorder,75
